avg_train_true,avg_train_pred,train_pred_std
-1.1792824270000002,-1.0152427,0.004738955
-0.35222242700000006,-0.4461739,0.003409973
0.1222675729999998,0.5298437,0.0050802086
-1.0844424269999997,-1.0003219,0.008121389
0.12440757300000005,0.39453536,0.002577298
-1.0051524270000003,-0.95247,0.008938022
-1.185952427,-1.164665,0.013207564
0.23874757299999994,0.67099553,0.009845081
0.11149757299999985,-0.26650932,0.010230526
-1.0577824269999998,-0.92049754,0.021051548
0.6299575730000001,0.32895684,0.0074118907
-1.0772524269999997,-1.1735747,0.0076291785
1.0578875730000001,1.3496242,0.014667531
-0.13506242699999982,-0.21344665,0.0058882777
-0.3711124269999999,-0.5912793,0.029694917
-0.668352427,-0.41987982,0.006426471
-1.1216124270000003,-1.0796602,0.026459748
-1.3090524269999997,-1.2998767,0.010948934
0.32302757300000007,0.32895684,0.0074118907
0.7248175730000002,0.8922082,0.006369845
-0.2416224269999998,-0.28712225,0.014963168
-0.7120124269999998,-0.4919456,0.015208037
0.689957573,0.58390915,0.010033976
0.7387675730000002,0.9062376,0.0045112683
0.11222757300000019,0.20951852,0.015620287
0.9720575730000001,0.6357996,0.0066270945
0.4106275730000002,0.67099553,0.009845081
-1.495542427,-1.4762939,0.00937131
0.7328275729999998,0.67099553,0.009845081
-0.5557124269999999,-0.21344665,0.0058882777
0.6862475730000002,0.4848539,0.003963691
0.46527757299999983,0.7643771,0.0077174893
1.0575075730000003,1.3496242,0.014667531
-0.8635124269999999,-0.90392095,0.019928016
-0.370692427,-0.5129954,0.0026847757
-0.7191124269999999,-0.7057355,0.0177504
-0.8066824270000001,-1.0152427,0.004738955
0.20690757300000007,0.6357996,0.0066270945
-1.559272427,-1.3959221,0.014963083
-0.171222427,0.13017446,0.0065721083
0.40028757299999995,0.11315253,0.004068817
0.5435875729999999,0.41658172,0.0039591556
-0.09263242699999985,-0.76999754,0.03454401
-0.0874724269999998,0.0771514,0.011996276
1.0486575729999998,0.8922082,0.006369845
-0.22380242699999986,0.11421726,0.011247758
-1.271162427,-1.262351,0.04198677
-0.09695242700000017,-0.53091514,0.017125783
-0.23505242699999984,-0.3128243,0.013029489
-0.2508524269999999,-0.5165494,0.0090331845
-0.6019124270000001,-0.49204046,0.007845067
-0.9288624270000001,-0.69179046,0.015303365
0.06575757299999996,-0.091539524,0.012740025
0.22204757300000022,0.4848539,0.003963691
1.044757573,0.58390915,0.010033976
-1.368532427,-1.3242908,0.044227757
2.0664075729999998,1.3496242,0.014667531
0.7796075729999998,0.0771514,0.011996276
-0.35096242699999997,-0.25781956,0.013170611
0.720317573,0.99075633,0.01015005
-1.3786524270000002,-1.5115604,0.06460664
-0.357342427,-0.43761307,0.008603156
0.33602757299999997,0.3938412,0.007819514
-0.05166242700000012,-0.058976628,0.019567596
0.5106675730000001,0.0828969,0.009408566
-1.1391424269999997,-1.1735747,0.0076291785
-1.108012427,-0.8619566,0.012080287
0.5792275729999998,0.56444204,0.0038512233
-0.4103524270000002,-0.5129954,0.0026847757
0.09330757300000014,-0.15094903,0.007730211
1.007127573,0.7654866,0.00784055
0.497657573,0.38081488,0.0052938415
-0.5914424270000002,-0.7759859,0.028285395
0.1596875729999998,0.06758134,0.029390007
-1.3682224269999999,-1.4151797,0.01846831
-0.4709424269999999,-0.46083036,0.006633922
0.14435757300000018,0.24129286,0.009547603
-1.2212124269999998,-0.8607378,0.021463819
-0.2610724270000002,-0.2041214,0.030445576
0.8822975729999998,0.75738233,0.006770616
-1.2239924270000002,-1.164665,0.013207564
0.3232375730000001,0.24658665,0.033521358
1.0339075730000002,0.69377387,0.008706551
0.3564775729999998,-0.018659918,0.009132114
-0.5768524270000001,-0.62042093,0.01761389
1.0640575729999997,0.95401585,0.010072894
0.9438575729999996,0.9062376,0.0045112683
-0.31500242700000003,-0.41987982,0.006426471
-1.247512427,-1.1567633,0.00777055
-1.261122427,-0.87878484,0.017442573
-0.11715242700000017,0.3938412,0.007819514
-0.8986424270000002,-1.1029793,0.0062411334
0.5632775730000003,0.58390915,0.010033976
0.21251757299999996,0.41658172,0.0039591556
-0.748572427,-0.5746261,0.0055718413
1.3306575729999999,0.9995843,0.022048477
-0.19246242700000016,-0.2659769,0.059067376
-0.6196224269999998,-0.48090562,0.010056637
-0.026612426999999883,0.07874842,0.004152334
-0.07085242700000016,0.0828969,0.009408566
-0.5570124270000001,-0.21344665,0.0058882777
0.538307573,0.6695038,0.060520247
-0.8799824269999998,-0.77812874,0.054263726
0.6632975729999998,0.9143381,0.015189646
-0.15142242699999997,-0.30278772,0.008674436
1.1571575729999999,0.67099553,0.009845081
-0.574102427,-0.55426925,0.013547149
0.9709475730000001,0.9428319,0.008851849
-1.1466624270000003,-1.0289264,0.022576284
0.7545575729999999,0.67099553,0.009845081
-0.041282427000000066,-0.18019724,0.014880903
-0.7523924270000001,-0.7759859,0.028285395
-0.9300424270000001,-0.53091514,0.017125783
0.35138757300000023,0.19352493,0.0108092055
